"IMF_SBA","IMF_PRGF_ESF","IMF_All","GDP_pctchng","IP_pctchng","FX_FebSep_chng","FX_JunJun_chng","Equity_SepFeb_chng","Equity_SepFeb_Sharpe","Equity_JunJun_chng","Equity_JunJun_Sharpe","EquityVarDummy","FXVarDummy","GDPVarDummy","IPVarDummy","fx_res_index","Savings_pct_GNI","AgriExports_pct_MerchExp","AgriImp_pct_MerchImp","AgriValueAdd_pct_GDP","AgriValueAdd_pct_Growth","Aid_pct_GNI","BankLiquidRestoAss","BusinessDisclosure","ReservesChangesUSD","ClaimsOnGovOtherPublicLCU","ClaimOnGov_pct_anngrowth","ClaimsOnPriv_pct_anngrowth","CPIlevel","CreditDepthofInfo","CA_pct_GDP","CAUSD","CurrentTransfersReceiptsUSD","ExtDebtServicePPGIMF_pct_Exports","ExtDebtServicePPGUSD","ExtDebtServiceTotalUSD","DepositInterestRate","domesticcreditbybanks_pct_gdp","domesticcredittotal_pct_gdp","ExportsAsCapacityToImport","Exports_pct_GDP","Exports_pct_GrowthAnn","ExportsUSDBoP","Exports2000USD","ExportsconstantLCU","ExportscurrentLCU","ExportsUSD","ExportsAndIncomeBoPUSD","TradeBalance_pct_GDP","TradeBalanceLCUconst","TradeBalanceLCUcurrent","TradeBalanceUSDcurrent","Consumption_pct_GDP","FinancingViaInterCapMarkets_pct_GDP","FoodExp_pct_Exp","FoodImp_pct_Imp","FDIcurrentUSD","FDIinflows_pct_GDP","FDIinflowsUSD","FDIoutflows_pct_GDP","GDPUSD2000","GDPLCUconstant","GDPLCUcurrent","GDPcurrentUSD","GDPdeflator","GDPgrowth_pct_","GDPpercapita2000USD","GDPpercapitaLCUconstant","GDPpercapitaCurrentUSD","GDPpercapitaGrowth","GDPpercapitaPPP2005USD","GDPpercapitaPPPcurrentUSD","GDPPPP2005USD","GDPPPPcurrentUSD","GovExp_pct_GDP","GovExp_pct_Growth","GovExp2000USD","GovExpconstnantLCU","GovExpcurrentLCU","GovExpcurrentUSD","GNIcurrentLCU","GNIUSD","GNIPPPUSD","GoodsExpUSD","GoodsImpUSD","Investment_pct_GDP","Investment_pct_growth","SavingsDomestic_pct_GDP","SavingsGross_pct_GDP","SavingsGross_pct_GNI","SavingsGrossLCUcurrent","SavingsGrossUSD","Consumption_pct_Growth","ConsumptionUSD2000","ConsumptionLCUconstant","ConsumptionLCUcurrent","ConsumptionUSD","Imports_pct_GDP","Imports_pct_Growth","ImportsBoPUSD","ImportsUSD2000","ImportsLCUconstant","Importscurrent","ImportsUSD","ImportsandIncomeBoPUSD","dontuse10","GDPdeflator_pct_annual","LendingMinusDepositRate","LendingRate","M3_pct_GDP","ManufactureExports_pct_Total","ManufactureImports_pct_total","StockMarketCap_pct_GDP","StockMarkCapUSDcurrent","ExportsMerchUSD","ImportsMerchUSD","MerchandiseTrade_pct_GDP","M1LCU","M2LCU","M2_pct_GDP","M2toTotal_Reserves","M2growth_pct_","MultilateralDebtService_pct_PPGDebtService","MultilateralDebtServUSD","CapitalAccountUSD","CurrentTransfersUSD","DomesticCreditLCU","FinancialFlowsUSD","ForeignAssetsNetLCUcurrent","IncomeNetBoPUSD","IncomefromabroadLCUcurrent","IncomefromabroadUSDcurrent","PortfolioInvBondsUSD","PortfolioInvEquityUSD","other","DebtExternalPVof_pct_Exports","DebtExternalPV_pct_GNI","DebtExternalPVUSD","DebtServicePPG_pct_Exports","DebtServicePPG_pct_GNI","quasi_liq_liab_pct_GDP","REER","RealInterestRate","ServiceExportsUSD","ServiceImportsUSD","DebtST_pct_Exports","DebtST_pct_TotalExternal","DebtST_pct_Reserves","LegalRightsIndex","TermsofTradeAdjustment","DebtService_pct_GNI","Reserves_pct_ExtDebt","ReservesUSD","ReservesInMonthsImports","ReservesLessGold","Services_pct_GDP","Unemployment_pct_","IMFcreditUSD","RemittancesPaidUSD","RemittancesReceived_pct_GDP","RemittancesReceivedUSD","RemittancesNetUSD","GDPgrowth2007","GDPGrowthLast5yrs","GDPGrowthLastTenYears","CPI2007","CPIAvLast5Years","CPIAvLast10Years","CA2007_pct_GDP","CAAvLast5Yrs_pct_GDP","CAAvLast10yrs_pct_GDP","WDIDummy","EuroArea","peg","financiallyclosed","LowIncome","MiddleIncome","UpperIncome","OECD","SouthAsia","EuropeCentralAsia","MENA","EAPacific","SubSaharan","LatAmCarribean","NorthAmerica","Equity5yr_pct_chng","Equity5yrSharpe","REER5yr_pct_rise","REERDevFrom10yrAv","credit_domestic_pct_gdp","credit_domestic_pctGDP_5yr_rise","credit_domestic_pctGDP_10yr_rise","m3_5yr_chng","m2_5yr_chng"
"St_Vincent_and_the_Grenadines",0,0,0,NA,NA,-0.02962963,-0.007407407,NA,NA,NA,NA,0,1,0,0,0.304069068,NA,NA,NA,NA,NA,12.3176,8.4144,4,1845885.798,87800411,1.7439,10.6781,110.2114,0,-26.8459,-148992869.3,33033555.93,10.8288,26700000,28810000,2.8201,69.8699,59.4906,NA,NA,NA,231980362.2,NA,NA,NA,NA,246564737.8,NA,NA,NA,NA,NA,4.4325,NA,NA,91644831.11,16.5119,91640000,NA,469870162.2,1021890000,1498480000,554992592.6,146.6381,7.6932,4310.5377,9374.7076,5091.4416,7.5618,8384.9993,8879.0158,914006850.6,967857120.2,NA,NA,NA,NA,NA,NA,1437060000,532244444.4,928186397.6,50749696.3,276310060.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374770685.9,NA,NA,NA,NA,415391866.7,6.959,3.5008,6.7925,9.6126,78.5177,NA,NA,NA,NA,47411111,326848148,67.435,419914301,1176571301,75.6178,5.0102,7.9757,25.0037,6676000,161778761.5,19834259.63,1046986411,-2715000,354993130.8,-26036805.19,-61420000,-22748148.15,0,0,-1511703.704,95.3965,51.5762,237461130,10.8288,5.0165,51.5999,87.9392,5.905,181230665.9,98460625.56,20.1538,21.3874,62.3292,8,NA,5.4129,34.3136,86976852.89,2.5126,86976852.89,50.3955,NA,0,7262000,5.5042,30548000,22427045.56,7.6932,6.0786,4.65025,6.959,3.38684,2.19341,-26.8459,-23.8181,-19.80898,1,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,-0.07498281,-0.067010209,0.698698956,-0.06838654,0.006525639,-16.61154447,-17.44001669
"Sub-Saharan_Africa",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,6.2721,NA,1.1271,15.2043,3.5709,4.3554,13.8077,4.6222,NA,NA,NA,NA,112.121,1.3111,NA,-3992868466,NA,4.1786,13008231000,17094205000,NA,81.228,70.6544,NA,34.3582,NA,322000000000,NA,NA,NA,308000000000,335000000000,-2.3613,NA,NA,NA,NA,5.6979,NA,9.8791,NA,3.3846,28734043019,0.588,482000000000,NA,NA,853000000000,NA,6.2458,603.4979,NA,1069.1857,3.7309,1881.3009,1992.1409,1500000000000,1590000000000,16.2317,5.0267,68866950594,NA,NA,116000000000,NA,812000000000,1520000000000,282000000000,226000000000,21.6977,10.439,17.7746,16.5712,18.9389,NA,NA,7.2118,319000000000,NA,NA,465000000000,36.7195,9.7048,302000000000,183000000000,NA,NA,301000000000,355000000000,NA,7.0192,9.9735,NA,34.6381,NA,64.1547,NA,964000000000,268000000000,242000000000,59.7368,NA,NA,37.8023,NA,NA,NA,2920232000,NA,NA,NA,1283631000,NA,NA,NA,NA,6599620000,13460600000,NA,NA,NA,185000000000,4.0213,1.6371,25.7287,NA,NA,41141984464,76228984783,13.5554,24.5372,31.2098,4.4889,NA,2.1493,79.4399,143000000000,7.339,139000000000,13.6138,NA,3340865000,3760183000,2.4345,18586758000,NA,6.2458,5.67028,4.33592,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.468884443,5.528850075
"Sudan",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.019830511,2.372,NA,0.2643,28.3201,3.1183,5.0482,17.6358,0,245136430.4,4482760268,4.1691,8.0408,115.7468,0,-7.0703,-3268444005,2500150000,3.8552,304216000,364206000,NA,19.0506,12.6174,5120143360,20.0899,33.6246,9263571805,4134615808,5320340480,18723817472,9287147520,9447252666,-3.795,-766992128,-3536906752,-1754331008,79.5471,0.2812,NA,5.264,2425590000,5.247,2425590000,0,20307828736,23872899072,93200097280,46227910656,390.4012,10.1626,502.2675,590.4413,1143.3412,7.7452,1878.6168,1989.2988,75956792131,80431916368,14.7654,-2.994,1635155328,1934732672,13761350656,6825728000,84034486272,41681707008,72521971212,8879240000,7722400000,24.2479,7.3519,20.4529,11.8781,13.1737,11070435328,5491015168,2.615,14508433408,17166529536,60376616960,29947232256,23.8849,-4.3971,10661149197,4914541568,6087332352,22260723712,11041478656,13097966671,7.976,7.0294,NA,NA,21.153,NA,93.154,NA,NA,8879250000,8775000000,38.1896,11374625024,19714618714,20.1644,7.0966,10.3115,25.2577,76838000,NA,382270000,17755165011,266032000,-2249748078,-2253136613,-9165606912,-4546206208,0,-16600000,45540000,382.3268,92.6744,31071181037,3.2202,0.7299,8.9485,NA,NA,384331804.5,2938749197,56.2415,32.9748,457.711,5,-200196880,0.8738,7.2043,1377921603,1.2624,1377921603,7.1885,NA,482115000,2042000,3.827,1769157000,1766700000,10.1626,8.00778,6.73566,7.976,7.96362,9.41563,-7.0703,-7.88934,-6.65777,1,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0.190505864,0.084067293,-0.83726147,6.868612267,7.541694473
"Suriname",0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0.341717599,NA,NA,0.0824,NA,NA,6.1992,17.036,1,-176882259.4,137791674.5,-7.2816,15.2895,118.7698,0,7.6236,184900000,137900000,NA,NA,NA,6.4167,26.8887,24.2348,NA,NA,NA,1603700000,NA,NA,NA,NA,1647300000,NA,NA,NA,NA,NA,0,NA,13.1806,-246700000,-10.1717,-246700000,NA,1281603235,5967263.732,6657619000,2425362113,111569.0423,5.3921,2511.1454,11.6921,4752.2016,4.3424,6544.1411,6929.7003,3339907109,3536683422,NA,NA,NA,NA,NA,NA,6680562000,2433720219,3548871282,1359000000,1185300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1502500000,NA,NA,NA,NA,1537900000,6.71,8.8676,7.35,13.7667,51.2592,NA,71.5634,NA,NA,1542000000,1184731000,112.4257,1145554174,3412641327,45.4782,2.8521,29.1254,NA,NA,8100000,75500000,1790149026,NA,2154106006,8200000,22943000,8358105.647,NA,NA,-1300000,NA,NA,NA,NA,NA,34.0525,NA,4.5001,244700000,317200000,NA,NA,NA,5,NA,NA,NA,435890340.1,3.4012,400935753,23.1677,NA,NA,64800000,5.7682,139900000,137500000,5.3921,5.56992,3.78472,6.71,12.19878,29.24341,7.6236,-3.39332,-5.61208,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.268887274,-0.015610394,0.067988781,NA,NA
"Swaziland",0,0,0,NA,NA,-0.240607514,0.013663469,NA,NA,NA,NA,0,1,0,0,0.151923666,9.2139,7.1614,1.0078,7.3409,2.6828,2.1249,7.0028,0,365236608.7,-3879582835,-50.8843,21.5175,115.2649,5,-2.2651,-65542455.5,403473057.6,1.876,46531000,47954000,7.0542,6.8178,25.4292,13687167232,79.8596,-1.8506,2199454352,1467898180,10187213450,16280500000,2310798535,2480275901,-1.3622,-3733418745,-277700000,-39415789.03,88.391,0,21.1226,21.1974,14329113.11,1.2956,37490000,0.8006,1775712507,12323444898,20386391052,2893574680,165.4277,3.5106,1542.2217,10703.0186,2513.0947,2.1903,4507.5044,4773.0717,5189936069,5495709987,14.9188,1.1928,274221647,1903098246,3041400000,431685922.7,20835706400,2957348965,5616835244,1744779243,2015900159,12.9712,-4.6791,11.609,18.155,17.7635,3701140921,525327294.5,9.439,1801023611,12499103963,14978325581,2125972348,81.2218,3.0286,2522746737,2005854767,13920632196,16558200000,2350214324,2739793684,9.4585,8.9456,6.1125,13.1667,25.8602,69.781,60.8918,7.0185,203086293.8,1880000000,2020000000,134.7814,1666781368,5271962368,23.5752,0.9665,21.4654,58.2407,27100000,-30154134.41,193975327.8,1389910681,-5187000,5828879842,63774601.88,449315348,63774285.07,0,1000000,5201731.919,17.0329,14.01,389631270,1.876,1.5734,17.6843,NA,3.8745,454675109.1,506846578.4,1.4703,9.2801,4.7132,6,3499953782,1.6215,196.898,774192979.5,3.3909,774192979.5,33.2295,NA,0,8195000,3.4715,100450000,1492399.613,3.5106,2.99752,3.41196,9.4585,6.05448,7.46416,-2.2651,-1.11876,-1.3269,1,0,NA,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0.068178359,-0.087639758,-0.055691991,4.994048705,3.928959476
"Sweden",0,0,0,-0.058330675,-0.228070175,-0.265764347,-0.219311115,-0.251701921,-1.273287675,-0.072115665,-0.364812422,1,1,1,1,-0.022798005,12.8335,4.13,1.5317,1.5025,-1.1945,NA,0.2495,6,39686040108,246000000000,0.2588,31.1331,103.6025,4,8.6131,39130077385,4800170446,NA,NA,NA,NA,131.6827,123.6668,1440000000000,52.4082,5.5843,234000000000,165000000000,1510000000000,1610000000000,238000000000,301000000000,7.6278,279000000000,234000000000,34653932651,72.6453,NA,3.5202,7.3282,-15310687126,2.7042,12285672052,8.1718,298000000000,2730000000000,3070000000000,454000000000,112.4977,2.7289,32564.7833,298365.058,49661.7311,1.9699,34090.268,36712.0463,312000000000,336000000000,25.9423,1.0749,67847787649,622000000000,797000000000,118000000000,3140000000000,464000000000,343000000000,171000000000,153000000000,19.7269,NA,27.3547,28.1232,27.5397,864000000000,128000000000,3.1092,142000000000,1300000000000,1430000000000,212000000000,44.7804,9.4921,201000000000,135000000000,1230000000000,1380000000000,203000000000,257000000000,2.2122,3.0821,NA,NA,55.4506,76.7679,72.0838,134.8191,612000000000,169000000000,152000000000,70.6126,1390000000000,1700000000000,52.606,8.1178,11.4327,NA,NA,-357372796.5,-5071702846,4040000000000,NA,878000000000,11087995867,65065000000,9626708883,NA,4371280332,15652091700,NA,NA,NA,NA,NA,13.0407,98.9317,NA,63856557395,48011131977,NA,NA,NA,5,-68367922550,NA,NA,31033036505,1.4499,27044353559,24.6236,6.07,NA,889530000,0.1705,774684000,242188725.7,2.7289,3.2311,3.24327,2.2122,1.265,1.19823,8.6131,7.6317,5.31286,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1.19270073,0.952037276,0.022585354,-0.000467847,1.316827282,0.244246387,0.844961933,NA,NA
"Switzerland",0,0,0,-0.022597407,-0.00076864,-0.03660537,-0.059766093,-0.379218661,-2.678394019,-0.223401274,-1.577867069,1,1,1,1,0.276722397,NA,0.4138,1.0597,NA,NA,NA,0.8795,0,-7255146079,61753310647,-0.0951,10.0801,101.7992,5,10.3557,43946325054,22883101057,NA,NA,NA,2.13,189.7435,177.621,NA,NA,NA,267000000000,NA,NA,NA,NA,393000000000,NA,NA,NA,NA,NA,NA,3.0691,5.3844,-905316258.5,11.7186,49729828231,11.9319,284000000000,479000000000,509000000000,424000000000,106.2817,3.3,37590.5991,63483.0038,56206.9552,2.395,37581.1717,40658.3409,284000000000,307000000000,NA,NA,NA,NA,NA,NA,556000000000,463000000000,335000000000,200000000000,188000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221000000000,NA,NA,NA,NA,340000000000,0.7318,1.4313,1.02,3.15,171.0462,90.5288,82.163,300.3334,1270000000000,172000000000,161000000000,78.5307,242000000000,751000000000,145.0537,8.3229,3.3286,NA,NA,-4353146365,-9404625426,967000000000,NA,168000000000,7600185450,46943820257,39106814609,NA,688710323.4,-18717860961,NA,NA,NA,NA,NA,99.9804,98.1317,1.6944,66373921398,33373209984,NA,NA,NA,8,NA,NA,NA,75172321688,2.6554,44474206123,23.5049,3.64,NA,16272890000,0.4795,2034744000,292154660.7,3.3,2.25902,2.04221,0.7318,0.88092,0.84215,10.3557,13.40098,11.75844,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.832180185,0.869300449,-0.087126264,-0.047212645,1.897435066,0.223680999,0.119978679,NA,NA
"Syrian_Arab_Republic",0,0,0,NA,NA,0.101158808,0.107646037,NA,NA,NA,NA,0,1,0,0,NA,9.135,NA,NA,18.1151,-3.1588,0.188,17.2257,6,NA,97127337545,-18.8357,4.3417,114.3235,0,NA,NA,NA,NA,NA,NA,8.3342,36.0747,15.054,584000000000,38.5137,2.4746,NA,11337208286,542000000000,780000000000,15616804620,NA,0.8077,-30302068189,16355806907,327509149.1,80.7348,0,NA,NA,NA,NA,NA,NA,26017039624,1240000000000,2030000000000,40548658390,162.9341,4.2,1268.8814,60614.4661,1977.6055,0.5679,4038.4205,4276.3509,82803437868,87681943368,10.8493,8.7604,3673559177,175000000000,220000000000,4399239986,1990000000000,39859658409,86192057889,NA,NA,18.4575,21.4011,19.2652,19.5895,19.9282,397000000000,7943292950,7.0409,19432466673,928000000000,1280000000000,25534349769,37.706,8.3702,NA,11971540883,572000000000,764000000000,15289295470,NA,3.9077,13.7312,1.815,10.1492,65.3306,NA,NA,NA,NA,11545710211,14655130254,64.6158,732000000000,1320000000000,61.7184,NA,12.4333,NA,NA,NA,NA,731000000000,NA,708000000000,NA,-34408659054,-688999981.1,NA,NA,NA,NA,NA,NA,NA,NA,29.1993,NA,-3.1495,NA,NA,NA,NA,NA,1,42552213981,NA,NA,NA,NA,NA,NA,NA,NA,235000000,2.0321,824000000,NA,4.2,4.25348,3.59507,3.9077,6.2804,2.59244,NA,NA,NA,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0.360747109,0.097679412,-0.010405649,-12.39041487,-9.932837794
"Tajikistan",0,1,1,NA,NA,-0.086863557,-0.220472262,NA,NA,NA,NA,0,1,0,0,NA,5.0207,NA,NA,21.4251,6,6.1442,4.8972,0,11523938.13,-348760204,-12.0202,145.0547,258.4789,0,-13.3356,-495062300,1794331500,3.4046,58606000,78976000,8.4283,27.5485,28.9881,940877959.1,20.6593,-1.3483,1705568400,1341118714,2784564785,2640193697,766940798,1727993200,-45.7719,-240884798.8,-5849507698,-1699203398,123.7719,0,NA,NA,359967400,9.6966,359970000,0,1551980599,3222377317,12779700000,3712331155,396.5923,7.8,230.6962,478.9946,551.8245,6.1927,1658.736,1756.4633,11158942459,11816390550,9.3581,5.5353,79616999.24,165308775.5,1195933747,347402686.2,12399010696,3601746026,11464396881,1556876300,3115005500,22,6.6368,-23.7719,13.2368,13.6432,1691620570,491393048.7,11.9045,1593311272,3308192194,11654009312,3385333134,66.4311,1.7281,3707084000,1457135088,3025449584,8489701395,2466144196,3780251700,13.1491,27.8554,14.4375,22.8658,24.9585,NA,NA,NA,NA,1468000000,2455000000,105.6748,2226632540,3189616843,18.4593,NA,108.6789,59.1851,34686000,32838800,1557196200,3520620863,180567000,696105020.9,-50742900,-380689303.9,-110585128.2,0,0,199900,32.8742,30.0087,856491340,3.3916,1.6272,9.4829,NA,-3.9025,148692100,592078500,2.2265,6.1895,NA,3,-1843686826,2.1927,NA,NA,NA,NA,19.9543,NA,46459000,183997000,45.5445,1690761000,1685416000,7.8,8.46,7.89,13.1491,10.73948,NA,-13.3356,-3.59342,NA,1,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0.275485408,0.064591835,NA,16.66169787,11.35763967
"Tanzania",0,1,1,NA,NA,-0.111538462,-0.108952381,NA,NA,NA,NA,0,1,0,0,0.166577952,NA,6.7824,0.7659,NA,NA,17.4275,13.9412,3,-415555385.1,-320000000000,-0.7206,16.1367,114.7859,0,-11.0294,-1855757692,689374549.2,0.788,82461000,101179000,8.6731,13.5159,14.8894,NA,NA,NA,3940555984,NA,NA,NA,NA,4021347081,NA,NA,NA,NA,NA,0.4603,35.0434,11.7293,646971529.1,3.8452,646970000,0,14326122301,2810000000000,20900000000000,16825553037,745.364,7.1481,347.0794,68089.9014,407.6332,4.1396,1118.1263,1184.0026,46152014898,48871139421,NA,NA,NA,NA,NA,NA,20100000000000,16128773447,46847288414,2226557064,4860640032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6334201366,NA,NA,NA,NA,6494014565,7.0255,8.9716,7.3972,16.0704,28.1396,16.5999,55.4043,NA,NA,2226600000,5281400000,44.6226,2590000000000,6220000000000,27.1812,1.7318,20.5081,37.374,30819000,957821325.7,616909791.7,2830000000000,9407000,3730000000000,-79022100.74,-868000000000,-696779589.5,0,2800000,2756250,61.9922,14.8245,2185500000,2.0506,0.5113,15.5887,NA,6.5143,1713998920,1473561335,33.6919,26.8154,47.037,8,NA,0.6273,57.0092,2886381432,5.3336,2886381432,18.9448,NA,17699000,46415000,0.0852,14327000,8304672.81,7.1481,6.73092,5.94762,7.0255,5.8701,6.20796,-11.0294,-5.93034,-5.83396,1,0,NA,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0.135159064,0.037057416,0.010928577,6.03273738,4.748483094
"Thailand",0,0,0,-0.048727886,NA,-0.044825678,-0.018203171,-0.359781441,-1.619160024,-0.22262845,-1.001916843,1,1,1,0,0.282663384,22.242,4.7339,1.7693,11.8459,3.9404,-0.1596,2.1505,10,-17076732730,137000000000,0.4345,4.2868,106.983,5,6.6585,15755090764,4395441996,1.2441,2328460000,15167271000,2.875,137.3428,118.1973,2550000000000,76.0354,7.0677,180000000000,125000000000,2960000000000,6210000000000,180000000000,187000000000,7.9225,673000000000,647000000000,18745763148,64.2373,1.1282,11.5357,4.1304,7341688481,4.0139,9497590000,0.9111,174000000000,4260000000000,8170000000000,237000000000,191.7423,4.9262,2594.3548,63596.2043,3532.6529,4.1856,6982.7323,7394.1318,468000000000,495000000000,13.1024,10.7548,19513798211,389000000000,1070000000000,31002196014,6750000000000,196000000000,409000000000,150000000000,124000000000,27.8402,0.3059,35.7627,20.0581,24.2743,1640000000000,47460356757,1.4554,93533806342,2200000000000,4540000000000,132000000000,68.113,3.524,163000000000,109000000000,2290000000000,5560000000000,161000000000,175000000000,2.2415,3.4497,4.175,7.05,101.9739,75.8224,68.8728,82.8546,196000000000,152000000000,140000000000,123.4341,965000000000,8550000000000,103.3747,2.8311,2.5206,16.1559,376183000,NA,3937982505,8880000000000,-826091000,3600000000000,-5661291916,-268000000000,-7774739141,-182660000,4240700000,-6905453585,36.7395,29.0765,58505898540,1.2441,1.1909,89.429,NA,3.4803,30356712232,38425321023,11.5628,34.3133,24.7396,4,-407000000000,7.7575,138.698,87472466933,5.9866,85221341933,29.0692,1.17,0,NA,0.691,1635000000,NA,4.9262,5.64824,3.44138,2.2415,3.19656,2.81784,6.6585,1.65046,4.68153,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.407147666,0.966553463,NA,NA,1.087839786,-0.189971698,-0.687927285,-11.23707339,-7.772214621
"Timor-Leste",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.324191976,NA,NA,NA,NA,NA,16.1018,7.3244,3,NA,-218628750.3,-135.5872,-10.9694,114.6425,0,NA,NA,NA,NA,NA,NA,0.7814,-29.7123,25.2792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,319000000,319000000,397567776.2,397567776.2,124.6294,7.7703,299.7723,299.7723,373.6044,4.2023,675.2198,715.0016,718529116.1,760862482.2,NA,NA,NA,NA,NA,NA,1728436367,1728436367,3307869660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3009,12.879,14.2652,15.0466,36.1484,NA,NA,NA,NA,NA,NA,NA,74935239.54,143714353.1,30.6373,NA,43.8669,NA,NA,NA,NA,-118126603.6,NA,318138124.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,1.9203,NA,NA,NA,NA,NA,1,NA,NA,NA,230271660.4,NA,230271660.4,NA,NA,NA,NA,NA,NA,NA,7.7703,2.4985,NA,10.3009,5.1503,NA,NA,NA,NA,1,0,NA,NA,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,-0.297123184,-0.16135587,NA,NA,NA
"Togo",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.225301869,NA,9.2999,1.134,NA,NA,4.9229,7.018,6,NA,8142500000,0.7819,15.5183,103.2079,1,NA,NA,NA,NA,9338000,18366000,3.5,21.9768,21.2969,NA,41.943,NA,NA,NA,NA,502000000000,1048131567,NA,-20.5085,NA,-246000000000,-512496561.7,NA,0,15.7233,14.6371,NA,2.7612,69000000,NA,1565872592,328000000000,1200000000000,2498943452,364.8862,1.9,248.5317,52095.69,396.6265,-0.6165,777.3677,823.1677,4897801530,5186363845,18.5671,NA,NA,NA,222000000000,463981451.3,1180000000000,2455455794,5096108574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4515,NA,NA,NA,NA,748000000000,1560628129,NA,0.9599,1.3425,NA,NA,37.5299,62.1769,54.9365,NA,NA,700000000,1400000000,84.0355,278000000000,449000000000,34.8355,2.1408,16.7659,60.8589,5683000,NA,NA,263000000000,-2002000,214000000000,NA,-20842199701,-43487658.66,0,0,NA,148.0524,80.0192,1789331668,NA,0.3803,14.2821,113.49,NA,NA,NA,NA,15.8201,71.0515,3,NA,0.748,22.2656,438089067.8,NA,438089067.8,NA,NA,1716000,35437000,9.1628,228973000,NA,1.9,2.54,1.60541,0.9599,1.88338,1.91939,NA,NA,NA,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0.219768091,0.060382379,-0.009299328,14.73203187,11.78520671
"Tonga",0,0,0,NA,NA,-0.132424538,-0.124977457,NA,NA,NA,NA,0,1,0,0,0.220398953,-5.0267,1.0469,0.0413,27.5199,-0.9225,11.6341,17.1558,3,-15593515.1,-25910197,-4.351,18.0798,112.7032,0,-9.5603,-24172171.75,119117928.2,7.8428,4146000,4146000,6.7667,60.9531,65.132,NA,NA,NA,41675203.77,NA,NA,NA,NA,52863896.87,NA,NA,NA,NA,NA,0,47.0002,21.9647,27351692.35,10.8171,27350000,NA,170327195.5,307691000,505679000,252839500,164.3464,-0.2768,1652.6031,2985.3783,2453.1805,-0.8293,3509.8031,3716.5891,361741368.4,383053976.9,NA,NA,NA,NA,NA,NA,523632000,261816000,396653450.2,8688923.691,127397896.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179500284.8,NA,NA,NA,NA,183304410,5.8859,6.0341,5.397,12.1637,57.2406,6.1513,19.6261,NA,NA,8481000,142589000,59.7494,87653873,289453873,53.8413,2.2511,13.4783,51.1819,2122000,18254354.03,106268341.4,308226803,-1717000,98976488.77,7384567.867,17953000,8976500,0,0,NA,48.6477,26.8947,64124840,7.8428,1.5836,39.9067,102.93,5.7808,32986280.08,52102388.25,0.6151,1.0109,1.4025,7,NA,1.5836,72.0782,65238725.62,4.2708,65238725.62,33.6532,NA,0,12478000,39.372,99548000,95891048.68,-0.2768,1.00532,1.9437,5.8859,8.6525,7.59772,-9.5603,-7.24786,NA,1,0,NA,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0.609530558,0.092644189,0.158917751,11.32193599,9.154179773
